documentId,category_groups_list
48950,"Energy,Sustainability,Natural Resources,Hardware"
73463,"Sales and Marketing,Internet Services,Advertising,Media and Entertainment"
61591,"Information Technology,Software,Internet Services,Hardware"
67779,"Clothing and Apparel,Design,Community and Lifestyle,Commerce and Shopping"
37128,"Advertising,Sales and Marketing,Mobile,Media and Entertainment"
68214,"Manufacturing,Hardware,Consumer Electronics,Science and Engineering"
42130,"Mobile,Internet Services,Software,Media and Entertainment"
19183,"Software,Information Technology,Financial Services,Data and Analytics"
46056,"Software,Hardware,Mobile,Consumer Electronics"
11936,"Software,Internet Services,Data and Analytics,Media and Entertainment"
77245,"Software,Transportation,Mobile,Information Technology"
18530,"Manufacturing,Hardware,Science and Engineering,Software"
8703,"Biotechnology,Science and Engineering,Health Care,Data and Analytics"
31068,"Sales and Marketing,Advertising,Mobile,Software"
39966,"Commerce and Shopping,Software,Data and Analytics,Food and Beverage"
60439,"Media and Entertainment,Content and Publishing,Commerce and Shopping,Education"
26897,"Sales and Marketing,Advertising,Software,Information Technology"
53704,"Gaming,Media and Entertainment,Internet Services,Software"
7627,"Energy,Sustainability,Natural Resources,Real Estate"
57066,"Software,Information Technology,Hardware,Sales and Marketing"
26816,"Video,Media and Entertainment,Software,Mobile"
23771,"Sales and Marketing,Software,Advertising,Mobile"
4872,"Software,Mobile,Transportation,Apps"
50082,"Energy,Sustainability,Hardware,Natural Resources"
56355,"Music and Audio,Media and Entertainment,Software,Education"
36524,"Software,Mobile,Information Technology,Internet Services"
17224,"Mobile,Software,Transportation,Internet Services"
76202,"Data and Analytics,Software,Artificial Intelligence,Science and Engineering"
70824,"Hardware,Manufacturing,Consumer Electronics,Privacy and Security"
41942,"Internet Services,Software,Media and Entertainment,Information Technology"
38265,"Commerce and Shopping,Clothing and Apparel,Design,Consumer Goods"
76881,"Financial Services,Software,Payments,Hardware"
17313,"Education,Software,Mobile,Apps"
56024,"Sales and Marketing,Advertising,Software,Mobile"
17404,"Data and Analytics,Artificial Intelligence,Software,Science and Engineering"
40481,"Financial Services,Software,Media and Entertainment,Internet Services"
36243,"Gaming,Financial Services,Software,Payments"
70675,"Hardware,Software,Science and Engineering,Manufacturing"
1318,"Video,Media and Entertainment,Software,Hardware"
55083,"Internet Services,Media and Entertainment,Software,Apps"
42080,"Software,Hardware,Information Technology,Mobile"
65619,"Software,Information Technology,Financial Services,Internet Services"
7111,"Software,Financial Services,Internet Services,Information Technology"
29006,"Media and Entertainment,Content and Publishing,Software,Mobile"
31102,"Events,Media and Entertainment,Internet Services,Financial Services"
27301,"Navigation and Mapping,Commerce and Shopping,Internet Services,Data and Analytics"
333,"Internet Services,Mobile,Media and Entertainment,Software"
27807,"Science and Engineering,Software,Information Technology,Health Care"
23039,"Clothing and Apparel,Design,Community and Lifestyle,Commerce and Shopping"
42449,"Artificial Intelligence,Data and Analytics,Software,Science and Engineering"
20105,"Privacy and Security,Software,Data and Analytics,Science and Engineering"
41929,"Education,Software,Gaming,Mobile"
21784,"Commerce and Shopping,Software,Transportation,Internet Services"
25420,"Information Technology,Software,Professional Services,Government and Military"
57622,"Software,Sales and Marketing,Information Technology,Design"
37211,"Software,Information Technology,Health Care,Data and Analytics"
33261,"Software,Information Technology,Financial Services,Internet Services"
50999,"Energy,Hardware,Manufacturing,Consumer Electronics"
5057,"Health Care,Food and Beverage,Sports,Community and Lifestyle"
60734,"Data and Analytics,Software,Sales and Marketing,Information Technology"
29692,"Education,Software,Internet Services,Community and Lifestyle"
55855,"Clothing and Apparel,Design,Commerce and Shopping,Community and Lifestyle"
44586,"Real Estate,Hardware,Consumer Electronics,Manufacturing"
29733,"Biotechnology,Science and Engineering,Agriculture and Farming,Health Care"
28380,"Real Estate,Energy,Manufacturing,Sustainability"
41132,"Financial Services,Lending and Investments,Science and Engineering,Biotechnology"
57220,"Sales and Marketing,Advertising,Internet Services,Media and Entertainment"
10184,"Internet Services,Hardware,Information Technology,Software"
15410,"Media and Entertainment,Video,Advertising,Sales and Marketing"
11157,"Media and Entertainment,Video,Content and Publishing,Music and Audio"
21225,"Information Technology,Software,Internet Services,Privacy and Security"
67875,"Commerce and Shopping,Design,Community and Lifestyle,Clothing and Apparel"
50994,"Sales and Marketing,Internet Services,Advertising,Media and Entertainment"
53421,"Gaming,Sports,Software,Community and Lifestyle"
2835,"Data and Analytics,Artificial Intelligence,Software,Science and Engineering"
55620,"Media and Entertainment,Video,Internet Services,Content and Publishing"
54026,"Software,Mobile,Apps,Platforms"
58660,"Software,Information Technology,Hardware,Transportation"
35590,"Commerce and Shopping,Software,Mobile,Internet Services"
40986,"Internet Services,Media and Entertainment,Software,Apps"
35284,"Software,Mobile,Information Technology,Internet Services"
75533,"Food and Beverage,Agriculture and Farming,Health Care,Community and Lifestyle"
57073,"Internet Services,Messaging and Telecommunications,Information Technology,Hardware"
72990,"Software,Information Technology,Hardware,Internet Services"
24870,"Health Care,Science and Engineering,Biotechnology,Manufacturing"
49384,"Biotechnology,Science and Engineering,Health Care,Manufacturing"
58184,"Software,Information Technology,Data and Analytics,Commerce and Shopping"
521,"Media and Entertainment,Music and Audio,Video,Hardware"
9546,"Software,Data and Analytics,Information Technology,Artificial Intelligence"
9744,"Transportation,Science and Engineering,Software,Hardware"
55505,"Software,Commerce and Shopping,Sales and Marketing,Internet Services"
60979,"Media and Entertainment,Energy,Transportation,Content and Publishing"
1937,"Artificial Intelligence,Data and Analytics,Software,Science and Engineering"
7721,"Media and Entertainment,Internet Services,Software,Mobile"
10528,"Sports,Media and Entertainment,Internet Services,Events"
38776,"Food and Beverage,Commerce and Shopping,Travel and Tourism,Internet Services"
72260,"Internet Services,Media and Entertainment,Content and Publishing,Commerce and Shopping"
48764,"Financial Services,Software,Lending and Investments,Payments"
39237,"Media and Entertainment,Internet Services,Software,Video"
32461,"Media and Entertainment,Sales and Marketing,Video,Internet Services"
33909,"Software,Information Technology,Hardware,Media and Entertainment"
17722,"Internet Services,Community and Lifestyle,Software,Media and Entertainment"
18725,"Software,Information Technology,Data and Analytics,Internet Services"
16226,"Software,Sales and Marketing,Data and Analytics,Advertising"
1509,"Mobile,Software,Internet Services,Media and Entertainment"
12888,"Education,Software,Media and Entertainment,Content and Publishing"
12647,"Manufacturing,Hardware,Science and Engineering,Software"
73947,"Sports,Media and Entertainment,Internet Services,Video"
75894,"Software,Financial Services,Information Technology,Science and Engineering"
39833,"Financial Services,Software,Payments,Information Technology"
56494,"Biotechnology,Science and Engineering,Health Care,Manufacturing"
12661,"Privacy and Security,Information Technology,Hardware,Software"
9998,"Content and Publishing,Media and Entertainment,Software,Education"
26162,"Sales and Marketing,Software,Advertising,Internet Services"
37121,"Software,Mobile,Commerce and Shopping,Apps"
43466,"Mobile,Sales and Marketing,Advertising,Software"
12960,"Financial Services,Lending and Investments,Internet Services,Media and Entertainment"
46690,"Transportation,Internet Services,Commerce and Shopping,Travel and Tourism"
19906,"Education,Software,Mobile,Media and Entertainment"
53740,"Media and Entertainment,Video,Software,Data and Analytics"
25165,"Software,Media and Entertainment,Internet Services,Mobile"
20913,"Internet Services,Software,Information Technology,Hardware"
49712,"Internet Services,Media and Entertainment,Community and Lifestyle,Financial Services"
5105,"Design,Clothing and Apparel,Community and Lifestyle,Commerce and Shopping"
75838,"Sales and Marketing,Internet Services,Design,Advertising"
39394,"Software,Mobile,Apps,Gaming"
57934,"Sales and Marketing,Advertising,Software,Media and Entertainment"
29789,"Software,Mobile,Internet Services,Media and Entertainment"
69973,"Information Technology,Software,Data and Analytics,Privacy and Security"
33512,"Commerce and Shopping,Food and Beverage,Internet Services,Software"
42847,"Health Care,Sports,Internet Services,Community and Lifestyle"
61884,"Events,Media and Entertainment,Mobile,Software"
33546,"Sales and Marketing,Commerce and Shopping,Internet Services,Software"
46972,"Software,Hardware,Transportation,Manufacturing"
77246,"Hardware,Consumer Goods,Science and Engineering,Consumer Electronics"
9245,"Mobile,Media and Entertainment,Software,Apps"
35331,"Information Technology,Sales and Marketing,Software,Internet Services"
43878,"Software,Information Technology,Internet Services,Data and Analytics"
1499,"Messaging and Telecommunications,Information Technology,Internet Services,Software"
62247,"Commerce and Shopping,Clothing and Apparel,Design,Community and Lifestyle"
53975,"Media and Entertainment,Internet Services,Software,Content and Publishing"
68920,"Sales and Marketing,Advertising,Media and Entertainment,Internet Services"
2520,"Commerce and Shopping,Food and Beverage,Consumer Goods,Clothing and Apparel"
27415,"Video,Information Technology,Media and Entertainment,Internet Services"
63778,"Financial Services,Lending and Investments,Software,Data and Analytics"
68617,"Sales and Marketing,Advertising,Internet Services,Design"
46064,"Financial Services,Payments,Software,Lending and Investments"
29528,"Design,Media and Entertainment,Clothing and Apparel,Content and Publishing"
24582,"Data and Analytics,Software,Sales and Marketing,Advertising"
61881,"Information Technology,Software,Internet Services,Hardware"
51122,"Software,Media and Entertainment,Hardware,Mobile"
21465,"Data and Analytics,Software,Artificial Intelligence,Information Technology"
50409,"Clothing and Apparel,Design,Commerce and Shopping,Community and Lifestyle"
19278,"Events,Media and Entertainment,Sales and Marketing,Internet Services"
46633,"Financial Services,Lending and Investments,Software,Science and Engineering"
5264,"Hardware,Manufacturing,Consumer Electronics,Science and Engineering"
1569,"Biotechnology,Science and Engineering,Health Care,Financial Services"
25101,"Software,Gaming,Mobile,Education"
49842,"Internet Services,Community and Lifestyle,Media and Entertainment,Software"
4967,"Mobile,Software,Apps,Platforms"
47949,"Media and Entertainment,Video,Software,Internet Services"
77127,"Science and Engineering,Manufacturing,Biotechnology,Energy"
49296,"Software,Mobile,Apps,Financial Services"
16362,"Software,Sales and Marketing,Design,Internet Services"
27303,"Manufacturing,Hardware,Energy,Consumer Electronics"
44011,"Music and Audio,Media and Entertainment,Video,Content and Publishing"
52179,"Software,Information Technology,Internet Services,Hardware"
66196,"Software,Sales and Marketing,Design,Internet Services"
74298,"Hardware,Mobile,Consumer Electronics,Information Technology"
39825,"Government and Military,Privacy and Security,Consumer Electronics,Hardware"
33341,"Software,Information Technology,Professional Services,Financial Services"
27455,"Mobile,Software,Apps,Platforms"
67610,"Content and Publishing,Media and Entertainment,Software,Information Technology"
20955,"Software,Information Technology,Internet Services,Hardware"
75236,"Financial Services,Software,Payments,Information Technology"
54534,"Mobile,Software,Apps,Internet Services"
34920,"Software,Commerce and Shopping,Sales and Marketing,Hardware"
8650,"Software,Mobile,Platforms,Apps"
53037,"Software,Information Technology,Sales and Marketing,Internet Services"
14901,"Software,Information Technology,Mobile,Education"
47027,"Commerce and Shopping,Internet Services,Community and Lifestyle,Software"
77228,"Events,Commerce and Shopping,Community and Lifestyle,Internet Services"
46676,"Commerce and Shopping,Media and Entertainment,Content and Publishing,Internet Services"
37647,"Software,Information Technology,Professional Services,Hardware"
48715,"Food and Beverage,Software,Commerce and Shopping,Health Care"
49142,"Financial Services,Lending and Investments,Software,Information Technology"
37197,"Health Care,Software,Mobile,Apps"
45742,"Mobile,Software,Media and Entertainment,Hardware"
61618,"Software,Mobile,Apps,Internet Services"
18435,"Software,Mobile,Financial Services,Apps"
45627,"Data and Analytics,Software,Media and Entertainment,Events"
25738,"Sales and Marketing,Advertising,Internet Services,Media and Entertainment"
76328,"Hardware,Consumer Electronics,Consumer Goods,Manufacturing"
2623,"Energy,Sustainability,Manufacturing,Science and Engineering"
12641,"Education,Science and Engineering,Biotechnology,Software"
71106,"Internet Services,Information Technology,Sales and Marketing,Messaging and Telecommunications"
72669,"Media and Entertainment,Content and Publishing,Video,Music and Audio"
13005,"Music and Audio,Media and Entertainment,Internet Services,Content and Publishing"
34391,"Biotechnology,Science and Engineering,Health Care,Manufacturing"
10296,"Information Technology,Internet Services,Software,Messaging and Telecommunications"
34486,"Data and Analytics,Software,Artificial Intelligence,Information Technology"
34287,"Biotechnology,Science and Engineering,Health Care,Data and Analytics"
76107,"Software,Messaging and Telecommunications,Internet Services,Information Technology"
74849,"Music and Audio,Media and Entertainment,Internet Services,Video"
22870,"Software,Data and Analytics,Information Technology,Transportation"
19988,"Video,Privacy and Security,Hardware,Media and Entertainment"
7934,"Hardware,Software,Information Technology,Internet Services"
994,"Media and Entertainment,Mobile,Software,Internet Services"
76741,"Software,Data and Analytics,Artificial Intelligence,Science and Engineering"
57397,"Software,Data and Analytics,Artificial Intelligence,Commerce and Shopping"
32155,"Professional Services,Privacy and Security,Information Technology,Government and Military"
9371,"Financial Services,Payments,Software,Internet Services"
53100,"Energy,Sustainability,Natural Resources,Manufacturing"
66624,"Clothing and Apparel,Design,Commerce and Shopping,Community and Lifestyle"
55565,"Science and Engineering,Biotechnology,Health Care,Manufacturing"
53512,"Financial Services,Lending and Investments,Software,Science and Engineering"
70117,"Financial Services,Payments,Software,Mobile"
37767,"Sales and Marketing,Advertising,Internet Services,Software"
56138,"Health Care,Biotechnology,Science and Engineering,Sports"
8750,"Financial Services,Lending and Investments,Software,Professional Services"
7614,"Hardware,Manufacturing,Consumer Electronics,Transportation"
22806,"Clothing and Apparel,Design,Commerce and Shopping,Community and Lifestyle"
30905,"Software,Mobile,Apps,Media and Entertainment"
64769,"Financial Services,Lending and Investments,Software,Payments"
42308,"Software,Information Technology,Hardware,Professional Services"
73110,"Sales and Marketing,Advertising,Internet Services,Software"
40931,"Software,Hardware,Consumer Electronics,Manufacturing"
62026,"Energy,Manufacturing,Hardware,Consumer Electronics"
46821,"Sales and Marketing,Advertising,Internet Services,Software"
18757,"Science and Engineering,Biotechnology,Manufacturing,Energy"
8114,"Internet Services,Travel and Tourism,Media and Entertainment,Software"
38518,"Software,Information Technology,Mobile,Internet Services"
3208,"Mobile,Software,Apps,Internet Services"
19315,"Sales and Marketing,Commerce and Shopping,Software,Internet Services"
6784,"Mobile,Software,Internet Services,Apps"
63532,"Software,Design,Sales and Marketing,Mobile"
73499,"Internet Services,Sales and Marketing,Software,Information Technology"
56331,"Commerce and Shopping,Media and Entertainment,Music and Audio,Internet Services"
61614,"Sales and Marketing,Advertising,Software,Internet Services"
15772,"Health Care,Science and Engineering,Biotechnology,Hardware"
21914,"Software,Information Technology,Financial Services,Professional Services"
57565,"Software,Financial Services,Information Technology,Science and Engineering"
3549,"Software,Data and Analytics,Artificial Intelligence,Science and Engineering"
18485,"Biotechnology,Science and Engineering,Manufacturing,Sustainability"
40317,"Data and Analytics,Sales and Marketing,Software,Media and Entertainment"
35562,"Travel and Tourism,Media and Entertainment,Internet Services,Events"
50725,"Science and Engineering,Data and Analytics,Energy,Software"
58125,"Sports,Media and Entertainment,Content and Publishing,Internet Services"
3051,"Software,Mobile,Media and Entertainment,Content and Publishing"
55010,"Data and Analytics,Internet Services,Navigation and Mapping,Software"
41182,"Energy,Manufacturing,Hardware,Consumer Electronics"
72159,"Design,Sales and Marketing,Software,Internet Services"
70106,"Media and Entertainment,Internet Services,Content and Publishing,Software"
38515,"Media and Entertainment,Content and Publishing,Software,Internet Services"
21257,"Biotechnology,Science and Engineering,Health Care,Manufacturing"
11152,"Commerce and Shopping,Software,Transportation,Internet Services"
15489,"Software,Health Care,Commerce and Shopping,Internet Services"
46149,"Financial Services,Software,Data and Analytics,Lending and Investments"
60874,"Mobile,Navigation and Mapping,Internet Services,Software"
17770,"Financial Services,Software,Information Technology,Hardware"
58264,"Software,Sales and Marketing,Internet Services,Mobile"
4462,"Biotechnology,Science and Engineering,Health Care,Manufacturing"
66177,"Software,Mobile,Information Technology,Internet Services"
66646,"Data and Analytics,Artificial Intelligence,Software,Science and Engineering"
4271,"Media and Entertainment,Internet Services,Software,Mobile"
12838,"Sales and Marketing,Advertising,Media and Entertainment,Internet Services"
11835,"Sales and Marketing,Advertising,Media and Entertainment,Internet Services"
59456,"Financial Services,Payments,Software,Lending and Investments"
7746,"Sales and Marketing,Media and Entertainment,Advertising,Internet Services"
50850,"Manufacturing,Design,Hardware,Consumer Electronics"
11894,"Software,Information Technology,Internet Services,Hardware"
51188,"Hardware,Manufacturing,Consumer Electronics,Science and Engineering"
7357,"Software,Mobile,Apps,Information Technology"
54148,"Design,Community and Lifestyle,Clothing and Apparel,Commerce and Shopping"
16847,"Mobile,Financial Services,Software,Payments"
54558,"Biotechnology,Science and Engineering,Health Care,Manufacturing"
31285,"Internet Services,Media and Entertainment,Software,Events"
5615,"Mobile,Media and Entertainment,Software,Apps"
57381,"Mobile,Software,Platforms,Apps"
75081,"Media and Entertainment,Internet Services,Education,Software"
43855,"Health Care,Biotechnology,Science and Engineering,Manufacturing"
20512,"Software,Sports,Information Technology,Data and Analytics"
11104,"Media and Entertainment,Content and Publishing,Video,Software"
42297,"Software,Mobile,Apps,Education"
8901,"Software,Information Technology,Financial Services,Internet Services"
17784,"Hardware,Manufacturing,Science and Engineering,Consumer Electronics"
54984,"Commerce and Shopping,Clothing and Apparel,Design,Internet Services"
74516,"Software,Information Technology,Data and Analytics,Internet Services"
30204,"Education,Software,Media and Entertainment,Mobile"
13940,"Clothing and Apparel,Design,Commerce and Shopping,Mobile"
66949,"Software,Data and Analytics,Artificial Intelligence,Science and Engineering"
45481,"Data and Analytics,Software,Information Technology,Sales and Marketing"
52451,"Financial Services,Lending and Investments,Biotechnology,Science and Engineering"
49884,"Financial Services,Lending and Investments,Science and Engineering,Biotechnology"
53326,"Energy,Sustainability,Natural Resources,Hardware"
68938,"Hardware,Software,Science and Engineering,Information Technology"
25937,"Education,Software,Internet Services,Information Technology"
17980,"Software,Information Technology,Sales and Marketing,Hardware"
27711,"Mobile,Internet Services,Navigation and Mapping,Software"
55313,"Data and Analytics,Software,Artificial Intelligence,Science and Engineering"
14312,"Health Care,Hardware,Consumer Electronics,Sports"
56862,"Events,Media and Entertainment,Commerce and Shopping,Internet Services"
34088,"Energy,Information Technology,Sustainability,Data and Analytics"
30926,"Sales and Marketing,Advertising,Media and Entertainment,Video"
1507,"Media and Entertainment,Internet Services,Community and Lifestyle,Financial Services"
74482,"Science and Engineering,Data and Analytics,Software,Artificial Intelligence"
4907,"Messaging and Telecommunications,Internet Services,Mobile,Information Technology"
4631,"Software,Data and Analytics,Information Technology,Science and Engineering"
2037,"Manufacturing,Hardware,Science and Engineering,Consumer Electronics"
60284,"Software,Information Technology,Internet Services,Hardware"
16209,"Media and Entertainment,Content and Publishing,Sales and Marketing,Advertising"
54997,"Software,Internet Services,Information Technology,Data and Analytics"
19835,"Hardware,Software,Mobile,Consumer Electronics"
14003,"Transportation,Commerce and Shopping,Internet Services,Hardware"
8488,"Privacy and Security,Information Technology,Software,Internet Services"
12230,"Software,Media and Entertainment,Mobile,Content and Publishing"
23120,"Software,Information Technology,Mobile,Apps"
3304,"Software,Internet Services,Information Technology,Data and Analytics"
28532,"Software,Hardware,Mobile,Data and Analytics"
64773,"Community and Lifestyle,Internet Services,Software,Media and Entertainment"
11347,"Sales and Marketing,Software,Advertising,Data and Analytics"
23932,"Music and Audio,Media and Entertainment,Internet Services,Video"
24586,"Software,Hardware,Information Technology,Data and Analytics"
42694,"Software,Design,Manufacturing,Hardware"
33282,"Hardware,Mobile,Software,Consumer Electronics"
75346,"Data and Analytics,Artificial Intelligence,Software,Science and Engineering"
75005,"Hardware,Science and Engineering,Consumer Electronics,Software"
40491,"Advertising,Sales and Marketing,Media and Entertainment,Mobile"
76911,"Financial Services,Software,Payments,Commerce and Shopping"
49497,"Health Care,Biotechnology,Science and Engineering,Manufacturing"
40253,"Software,Information Technology,Data and Analytics,Sales and Marketing"
2554,"Software,Data and Analytics,Artificial Intelligence,Information Technology"
45010,"Health Care,Information Technology,Software,Science and Engineering"
3820,"Data and Analytics,Software,Media and Entertainment,Artificial Intelligence"
74628,"Software,Information Technology,Internet Services,Data and Analytics"
41059,"Media and Entertainment,Education,Software,Sales and Marketing"
49206,"Software,Information Technology,Mobile,Hardware"
16832,"Media and Entertainment,Software,Video,Data and Analytics"
68120,"Sales and Marketing,Advertising,Internet Services,Commerce and Shopping"
33952,"Media and Entertainment,Content and Publishing,Software,Internet Services"
5410,"Sales and Marketing,Advertising,Data and Analytics,Software"
27513,"Sales and Marketing,Advertising,Software,Information Technology"
15895,"Software,Data and Analytics,Artificial Intelligence,Science and Engineering"
16614,"Information Technology,Software,Hardware,Internet Services"
3477,"Media and Entertainment,Events,Mobile,Navigation and Mapping"
53860,"Software,Mobile,Design,Information Technology"
46871,"Science and Engineering,Software,Hardware,Agriculture and Farming"
41791,"Sales and Marketing,Data and Analytics,Software,Advertising"
27923,"Internet Services,Commerce and Shopping,Professional Services,Software"
76870,"Energy,Sustainability,Hardware,Real Estate"
14586,"Internet Services,Messaging and Telecommunications,Information Technology,Mobile"
17285,"Sales and Marketing,Advertising,Internet Services,Media and Entertainment"
18350,"Software,Data and Analytics,Artificial Intelligence,Information Technology"
16541,"Software,Information Technology,Privacy and Security,Hardware"
41195,"Software,Mobile,Commerce and Shopping,Sales and Marketing"
37292,"Software,Gaming,Hardware,Media and Entertainment"
4391,"Health Care,Software,Information Technology,Internet Services"
35513,"Sales and Marketing,Software,Design,Internet Services"
45241,"Sales and Marketing,Advertising,Internet Services,Information Technology"
37129,"Energy,Sustainability,Natural Resources,Hardware"
50862,"Community and Lifestyle,Internet Services,Software,Apps"
36761,"Hardware,Manufacturing,Science and Engineering,Consumer Electronics"
77560,"Clothing and Apparel,Design,Commerce and Shopping,Community and Lifestyle"
52428,"Mobile,Internet Services,Navigation and Mapping,Software"
19629,"Mobile,Internet Services,Software,Apps"
39420,"Media and Entertainment,Music and Audio,Video,Software"
34124,"Media and Entertainment,Music and Audio,Design,Clothing and Apparel"
45890,"Media and Entertainment,Content and Publishing,Software,Design"
33133,"Energy,Sustainability,Natural Resources,Manufacturing"
63202,"Sales and Marketing,Internet Services,Design,Advertising"
70845,"Real Estate,Hardware,Consumer Electronics,Commerce and Shopping"
12983,"Sales and Marketing,Software,Advertising,Information Technology"
77698,"Sales and Marketing,Advertising,Internet Services,Design"
54619,"Sales and Marketing,Advertising,Internet Services,Commerce and Shopping"
40461,"Food and Beverage,Agriculture and Farming,Health Care,Biotechnology"
35162,"Data and Analytics,Software,Artificial Intelligence,Science and Engineering"
3378,"Media and Entertainment,Music and Audio,Mobile,Internet Services"
55449,"Financial Services,Payments,Software,Mobile"
25469,"Software,Sales and Marketing,Information Technology,Data and Analytics"
76665,"Software,Hardware,Mobile,Internet Services"
65012,"Sales and Marketing,Advertising,Media and Entertainment,Content and Publishing"
24269,"Media and Entertainment,Community and Lifestyle,Internet Services,Education"
21640,"Financial Services,Payments,Software,Privacy and Security"
75263,"Mobile,Food and Beverage,Software,Apps"
15446,"Software,Internet Services,Information Technology,Data and Analytics"
16973,"Sports,Health Care,Software,Internet Services"
48944,"Media and Entertainment,Sales and Marketing,Events,Internet Services"
9777,"Hardware,Software,Science and Engineering,Consumer Electronics"
65629,"Transportation,Software,Hardware,Information Technology"
60011,"Information Technology,Software,Hardware,Data and Analytics"
29340,"Software,Information Technology,Hardware,Data and Analytics"
51473,"Professional Services,Administrative Services,Software,Information Technology"
24399,"Software,Sales and Marketing,Data and Analytics,Mobile"
57837,"Financial Services,Lending and Investments,Software,Sales and Marketing"
30859,"Information Technology,Professional Services,Software,Financial Services"
63960,"Media and Entertainment,Events,Sports,Music and Audio"
63227,"Software,Energy,Hardware,Information Technology"
21016,"Science and Engineering,Energy,Software,Sustainability"
25159,"Navigation and Mapping,Data and Analytics,Internet Services,Mobile"
57165,"Software,Mobile,Apps,Platforms"
36398,"Commerce and Shopping,Internet Services,Design,Software"
49819,"Media and Entertainment,Video,Music and Audio,Education"
69822,"Education,Sales and Marketing,Internet Services,Software"
26097,"Software,Artificial Intelligence,Data and Analytics,Science and Engineering"
31293,"Messaging and Telecommunications,Internet Services,Information Technology,Software"
70554,"Information Technology,Professional Services,Software,Data and Analytics"
22499,"Software,Mobile,Apps,Platforms"
53611,"Financial Services,Media and Entertainment,Community and Lifestyle,Clothing and Apparel"
62068,"Software,Science and Engineering,Artificial Intelligence,Data and Analytics"
15658,"Software,Sales and Marketing,Internet Services,Commerce and Shopping"
62412,"Travel and Tourism,Media and Entertainment,Internet Services,Community and Lifestyle"
21430,"Software,Data and Analytics,Information Technology,Hardware"
5510,"Music and Audio,Media and Entertainment,Mobile,Software"
54177,"Software,Data and Analytics,Artificial Intelligence,Science and Engineering"
59936,"Media and Entertainment,Sales and Marketing,Advertising,Events"
4003,"Hardware,Transportation,Consumer Electronics,Software"
48612,"Commerce and Shopping,Media and Entertainment,Content and Publishing,Sales and Marketing"
11832,"Energy,Manufacturing,Sustainability,Natural Resources"
36136,"Sales and Marketing,Software,Internet Services,Data and Analytics"
58225,"Financial Services,Commerce and Shopping,Manufacturing,Food and Beverage"
69508,"Data and Analytics,Software,Financial Services,Artificial Intelligence"
67303,"Software,Mobile,Apps,Platforms"
48389,"Media and Entertainment,Software,Hardware,Sports"
2802,"Internet Services,Software,Media and Entertainment,Information Technology"
22684,"Software,Hardware,Information Technology,Education"
33677,"Software,Information Technology,Hardware,Commerce and Shopping"
28115,"Software,Mobile,Gaming,Apps"
3824,"Software,Artificial Intelligence,Data and Analytics,Education"
74726,"Software,Mobile,Internet Services,Apps"
76803,"Data and Analytics,Artificial Intelligence,Software,Science and Engineering"
13115,"Biotechnology,Health Care,Science and Engineering,Financial Services"
59002,"Software,Data and Analytics,Hardware,Information Technology"
17355,"Clothing and Apparel,Design,Commerce and Shopping,Community and Lifestyle"
36842,"Software,Professional Services,Mobile,Apps"
51630,"Privacy and Security,Information Technology,Software,Internet Services"
90,"Sales and Marketing,Advertising,Software,Internet Services"
14626,"Education,Media and Entertainment,Software,Internet Services"
