documentId,category_groups_list
41929,"Education,Software,Mobile,Gaming"
21784,"Commerce and Shopping,Software,Transportation,Internet Services"
25420,"Software,Information Technology,Professional Services,Internet Services"
57622,"Software,Sales and Marketing,Design,Information Technology"
37211,"Software,Information Technology,Health Care,Data and Analytics"
33261,"Software,Information Technology,Financial Services,Internet Services"
50999,"Hardware,Energy,Consumer Electronics,Manufacturing"
5057,"Health Care,Food and Beverage,Sports,Commerce and Shopping"
60734,"Data and Analytics,Software,Sales and Marketing,Artificial Intelligence"
29692,"Education,Software,Internet Services,Professional Services"
55855,"Clothing and Apparel,Design,Commerce and Shopping,Community and Lifestyle"
44586,"Real Estate,Hardware,Consumer Electronics,Manufacturing"
29733,"Biotechnology,Science and Engineering,Agriculture and Farming,Health Care"
28380,"Real Estate,Manufacturing,Energy,Natural Resources"
41132,"Financial Services,Lending and Investments,Science and Engineering,Biotechnology"
57220,"Sales and Marketing,Advertising,Internet Services,Media and Entertainment"
10184,"Internet Services,Software,Information Technology,Hardware"
15410,"Video,Media and Entertainment,Sales and Marketing,Advertising"
11157,"Media and Entertainment,Video,Content and Publishing,Music and Audio"
21225,"Information Technology,Internet Services,Software,Privacy and Security"
67875,"Commerce and Shopping,Design,Clothing and Apparel,Community and Lifestyle"
50994,"Sales and Marketing,Internet Services,Advertising,Media and Entertainment"
53421,"Gaming,Sports,Internet Services,Software"
2835,"Artificial Intelligence,Data and Analytics,Software,Science and Engineering"
55620,"Media and Entertainment,Video,Internet Services,Music and Audio"
54026,"Software,Mobile,Apps,Platforms"
58660,"Software,Information Technology,Hardware,Transportation"
35590,"Commerce and Shopping,Software,Mobile,Internet Services"
40986,"Media and Entertainment,Internet Services,Software,Apps"
35284,"Software,Mobile,Information Technology,Apps"
75533,"Food and Beverage,Agriculture and Farming,Health Care,Community and Lifestyle"
57073,"Internet Services,Mobile,Information Technology,Messaging and Telecommunications"
72990,"Software,Information Technology,Hardware,Internet Services"
24870,"Health Care,Science and Engineering,Biotechnology,Hardware"
49384,"Biotechnology,Science and Engineering,Health Care,Manufacturing"
58184,"Software,Data and Analytics,Information Technology,Commerce and Shopping"
521,"Media and Entertainment,Music and Audio,Video,Content and Publishing"
9546,"Software,Data and Analytics,Information Technology,Artificial Intelligence"
9744,"Transportation,Science and Engineering,Software,Hardware"
55505,"Software,Commerce and Shopping,Sales and Marketing,Internet Services"
60979,"Energy,Media and Entertainment,Transportation,Sustainability"
1937,"Artificial Intelligence,Data and Analytics,Science and Engineering,Software"
7721,"Media and Entertainment,Internet Services,Software,Mobile"
10528,"Sports,Media and Entertainment,Internet Services,Events"
38776,"Food and Beverage,Commerce and Shopping,Travel and Tourism,Administrative Services"
72260,"Internet Services,Media and Entertainment,Commerce and Shopping,Sales and Marketing"
48764,"Financial Services,Lending and Investments,Software,Payments"
39237,"Media and Entertainment,Internet Services,Software,Video"
32461,"Media and Entertainment,Sales and Marketing,Video,Information Technology"
33909,"Software,Hardware,Information Technology,Media and Entertainment"
17722,"Internet Services,Software,Community and Lifestyle,Apps"
18725,"Software,Information Technology,Internet Services,Data and Analytics"
16226,"Software,Data and Analytics,Sales and Marketing,Media and Entertainment"
1509,"Mobile,Media and Entertainment,Software,Internet Services"
12888,"Education,Software,Media and Entertainment,Content and Publishing"
12647,"Hardware,Manufacturing,Science and Engineering,Software"
73947,"Sports,Media and Entertainment,Internet Services,Video"
75894,"Software,Information Technology,Financial Services,Science and Engineering"
39833,"Financial Services,Software,Payments,Information Technology"
56494,"Biotechnology,Science and Engineering,Health Care,Manufacturing"
12661,"Privacy and Security,Information Technology,Software,Hardware"
9998,"Content and Publishing,Media and Entertainment,Software,Hardware"
26162,"Sales and Marketing,Advertising,Software,Internet Services"
37121,"Software,Mobile,Commerce and Shopping,Apps"
43466,"Mobile,Sales and Marketing,Advertising,Software"
12960,"Financial Services,Internet Services,Lending and Investments,Community and Lifestyle"
46690,"Commerce and Shopping,Travel and Tourism,Internet Services,Transportation"
19906,"Education,Software,Mobile,Media and Entertainment"
53740,"Media and Entertainment,Video,Software,Data and Analytics"
25165,"Software,Media and Entertainment,Internet Services,Mobile"
20913,"Internet Services,Software,Information Technology,Hardware"
49712,"Media and Entertainment,Internet Services,Financial Services,Sales and Marketing"
5105,"Design,Clothing and Apparel,Community and Lifestyle,Commerce and Shopping"
75838,"Sales and Marketing,Internet Services,Design,Software"
39394,"Software,Mobile,Apps,Platforms"
57934,"Sales and Marketing,Advertising,Software,Media and Entertainment"
29789,"Software,Hardware,Mobile,Internet Services"
69973,"Information Technology,Software,Privacy and Security,Data and Analytics"
33512,"Commerce and Shopping,Food and Beverage,Internet Services,Software"
42847,"Health Care,Sports,Media and Entertainment,Internet Services"
61884,"Events,Media and Entertainment,Mobile,Software"
33546,"Commerce and Shopping,Sales and Marketing,Internet Services,Software"
46972,"Software,Hardware,Commerce and Shopping,Data and Analytics"
77246,"Hardware,Consumer Goods,Consumer Electronics,Science and Engineering"
9245,"Mobile,Media and Entertainment,Software,Apps"
35331,"Information Technology,Sales and Marketing,Software,Professional Services"
43878,"Software,Information Technology,Internet Services,Data and Analytics"
1499,"Information Technology,Messaging and Telecommunications,Internet Services,Software"
62247,"Commerce and Shopping,Clothing and Apparel,Design,Community and Lifestyle"
53975,"Media and Entertainment,Software,Internet Services,Content and Publishing"
68920,"Sales and Marketing,Advertising,Software,Media and Entertainment"
2520,"Commerce and Shopping,Food and Beverage,Consumer Goods,Clothing and Apparel"
27415,"Video,Information Technology,Media and Entertainment,Internet Services"
63778,"Financial Services,Lending and Investments,Software,Data and Analytics"
68617,"Sales and Marketing,Internet Services,Advertising,Design"
46064,"Financial Services,Payments,Software,Internet Services"
29528,"Design,Media and Entertainment,Content and Publishing,Clothing and Apparel"
24582,"Data and Analytics,Software,Sales and Marketing,Advertising"
61881,"Information Technology,Software,Hardware,Internet Services"
51122,"Software,Hardware,Media and Entertainment,Video"
21465,"Data and Analytics,Software,Artificial Intelligence,Information Technology"
50409,"Clothing and Apparel,Design,Commerce and Shopping,Community and Lifestyle"
19278,"Events,Media and Entertainment,Sales and Marketing,Internet Services"
46633,"Financial Services,Lending and Investments,Software,Science and Engineering"
5264,"Hardware,Manufacturing,Science and Engineering,Consumer Electronics"
1569,"Biotechnology,Science and Engineering,Health Care,Financial Services"
25101,"Software,Mobile,Gaming,Education"
49842,"Internet Services,Software,Community and Lifestyle,Media and Entertainment"
4967,"Mobile,Software,Apps,Internet Services"
47949,"Media and Entertainment,Software,Professional Services,Video"
77127,"Science and Engineering,Biotechnology,Manufacturing,Sustainability"
49296,"Software,Mobile,Financial Services,Apps"
16362,"Software,Sales and Marketing,Design,Internet Services"
27303,"Manufacturing,Hardware,Energy,Consumer Electronics"
44011,"Music and Audio,Media and Entertainment,Video,Content and Publishing"
52179,"Software,Information Technology,Internet Services,Hardware"
66196,"Software,Sales and Marketing,Design,Internet Services"
74298,"Hardware,Mobile,Consumer Electronics,Software"
39825,"Government and Military,Consumer Electronics,Hardware,Privacy and Security"
33341,"Software,Information Technology,Transportation,Internet Services"
27455,"Mobile,Software,Apps,Platforms"
67610,"Content and Publishing,Media and Entertainment,Internet Services,Hardware"
20955,"Software,Information Technology,Hardware,Internet Services"
75236,"Software,Financial Services,Payments,Artificial Intelligence"
54534,"Mobile,Software,Internet Services,Apps"
34920,"Commerce and Shopping,Software,Sales and Marketing,Hardware"
8650,"Software,Mobile,Apps,Platforms"
53037,"Software,Information Technology,Internet Services,Sales and Marketing"
14901,"Software,Information Technology,Education,Professional Services"
47027,"Commerce and Shopping,Internet Services,Community and Lifestyle,Software"
77228,"Events,Commerce and Shopping,Community and Lifestyle,Internet Services"
46676,"Commerce and Shopping,Media and Entertainment,Content and Publishing,Internet Services"
37647,"Software,Information Technology,Professional Services,Hardware"
48715,"Software,Food and Beverage,Health Care,Commerce and Shopping"
49142,"Financial Services,Lending and Investments,Software,Information Technology"
37197,"Software,Health Care,Mobile,Apps"
45742,"Mobile,Software,Media and Entertainment,Hardware"
61618,"Software,Mobile,Apps,Internet Services"
18435,"Software,Mobile,Apps,Financial Services"
45627,"Data and Analytics,Software,Media and Entertainment,Events"
25738,"Sales and Marketing,Advertising,Internet Services,Software"
76328,"Hardware,Consumer Electronics,Consumer Goods,Manufacturing"
2623,"Energy,Sustainability,Manufacturing,Natural Resources"
12641,"Education,Science and Engineering,Software,Information Technology"
71106,"Internet Services,Information Technology,Messaging and Telecommunications,Sales and Marketing"
72669,"Media and Entertainment,Content and Publishing,Video,Music and Audio"
13005,"Media and Entertainment,Music and Audio,Internet Services,Community and Lifestyle"
34391,"Biotechnology,Science and Engineering,Health Care,Manufacturing"
10296,"Information Technology,Internet Services,Software,Messaging and Telecommunications"
34486,"Data and Analytics,Software,Artificial Intelligence,Information Technology"
34287,"Biotechnology,Science and Engineering,Health Care,Data and Analytics"
76107,"Software,Messaging and Telecommunications,Internet Services,Information Technology"
74849,"Music and Audio,Media and Entertainment,Video,Internet Services"
22870,"Software,Data and Analytics,Information Technology,Transportation"
19988,"Video,Privacy and Security,Media and Entertainment,Hardware"
7934,"Hardware,Software,Information Technology,Internet Services"
994,"Media and Entertainment,Events,Mobile,Software"
76741,"Software,Artificial Intelligence,Data and Analytics,Science and Engineering"
57397,"Software,Data and Analytics,Artificial Intelligence,Commerce and Shopping"
32155,"Professional Services,Privacy and Security,Information Technology,Software"
9371,"Financial Services,Software,Payments,Internet Services"
53100,"Energy,Sustainability,Natural Resources,Manufacturing"
66624,"Clothing and Apparel,Design,Commerce and Shopping,Community and Lifestyle"
55565,"Science and Engineering,Biotechnology,Manufacturing,Health Care"
53512,"Financial Services,Lending and Investments,Software,Science and Engineering"
70117,"Financial Services,Payments,Software,Mobile"
37767,"Sales and Marketing,Advertising,Internet Services,Software"
56138,"Health Care,Biotechnology,Science and Engineering,Sports"
8750,"Financial Services,Lending and Investments,Software,Professional Services"
7614,"Hardware,Consumer Electronics,Manufacturing,Media and Entertainment"
22806,"Clothing and Apparel,Design,Commerce and Shopping,Community and Lifestyle"
30905,"Software,Mobile,Apps,Media and Entertainment"
64769,"Financial Services,Lending and Investments,Software,Payments"
42308,"Software,Information Technology,Professional Services,Hardware"
73110,"Sales and Marketing,Advertising,Internet Services,Software"
40931,"Software,Hardware,Consumer Electronics,Manufacturing"
62026,"Energy,Hardware,Manufacturing,Consumer Electronics"
46821,"Sales and Marketing,Advertising,Internet Services,Software"
18757,"Science and Engineering,Biotechnology,Manufacturing,Financial Services"
8114,"Internet Services,Travel and Tourism,Financial Services,Media and Entertainment"
38518,"Software,Sales and Marketing,Information Technology,Mobile"
3208,"Software,Mobile,Apps,Internet Services"
19315,"Commerce and Shopping,Sales and Marketing,Software,Internet Services"
6784,"Mobile,Software,Internet Services,Apps"
63532,"Software,Design,Sales and Marketing,Mobile"
73499,"Internet Services,Software,Sales and Marketing,Information Technology"
56331,"Commerce and Shopping,Media and Entertainment,Internet Services,Clothing and Apparel"
61614,"Sales and Marketing,Advertising,Internet Services,Software"
15772,"Health Care,Science and Engineering,Biotechnology,Hardware"
21914,"Software,Information Technology,Financial Services,Professional Services"
57565,"Software,Financial Services,Information Technology,Science and Engineering"
3549,"Software,Data and Analytics,Artificial Intelligence,Science and Engineering"
18485,"Biotechnology,Science and Engineering,Energy,Sustainability"
40317,"Data and Analytics,Sales and Marketing,Software,Media and Entertainment"
35562,"Travel and Tourism,Media and Entertainment,Internet Services,Events"
50725,"Data and Analytics,Science and Engineering,Agriculture and Farming,Hardware"
58125,"Sports,Media and Entertainment,Content and Publishing,Internet Services"
3051,"Software,Mobile,Media and Entertainment,Apps"
55010,"Data and Analytics,Navigation and Mapping,Internet Services,Software"
41182,"Hardware,Energy,Consumer Electronics,Manufacturing"
72159,"Design,Software,Internet Services,Sales and Marketing"
70106,"Media and Entertainment,Internet Services,Content and Publishing,Software"
38515,"Media and Entertainment,Content and Publishing,Software,Internet Services"
21257,"Science and Engineering,Biotechnology,Health Care,Software"
11152,"Commerce and Shopping,Software,Transportation,Internet Services"
15489,"Software,Sales and Marketing,Commerce and Shopping,Internet Services"
46149,"Financial Services,Software,Data and Analytics,Lending and Investments"
60874,"Mobile,Navigation and Mapping,Internet Services,Software"
17770,"Financial Services,Software,Hardware,Information Technology"
58264,"Software,Internet Services,Sales and Marketing,Mobile"
4462,"Science and Engineering,Health Care,Biotechnology,Manufacturing"
66177,"Software,Mobile,Information Technology,Apps"
66646,"Data and Analytics,Artificial Intelligence,Science and Engineering,Software"
4271,"Media and Entertainment,Internet Services,Software,Mobile"
12838,"Sales and Marketing,Advertising,Media and Entertainment,Internet Services"
11835,"Sales and Marketing,Advertising,Media and Entertainment,Internet Services"
59456,"Financial Services,Payments,Software,Lending and Investments"
7746,"Media and Entertainment,Sales and Marketing,Internet Services,Software"
50850,"Manufacturing,Design,Hardware,Consumer Electronics"
11894,"Software,Information Technology,Internet Services,Hardware"
51188,"Hardware,Consumer Electronics,Manufacturing,Science and Engineering"
7357,"Software,Mobile,Apps,Information Technology"
54148,"Design,Clothing and Apparel,Community and Lifestyle,Commerce and Shopping"
16847,"Mobile,Financial Services,Payments,Software"
54558,"Biotechnology,Science and Engineering,Health Care,Manufacturing"
31285,"Internet Services,Media and Entertainment,Events,Software"
5615,"Mobile,Media and Entertainment,Software,Apps"
57381,"Mobile,Software,Platforms,Apps"
75081,"Media and Entertainment,Internet Services,Education,Software"
43855,"Health Care,Science and Engineering,Biotechnology,Software"
20512,"Software,Information Technology,Sales and Marketing,Data and Analytics"
11104,"Media and Entertainment,Content and Publishing,Software,Video"
42297,"Software,Mobile,Apps,Commerce and Shopping"
8901,"Software,Financial Services,Information Technology,Sales and Marketing"
17784,"Hardware,Science and Engineering,Manufacturing,Consumer Electronics"
54984,"Commerce and Shopping,Clothing and Apparel,Design,Software"
74516,"Software,Information Technology,Data and Analytics,Hardware"
30204,"Education,Software,Media and Entertainment,Mobile"
13940,"Clothing and Apparel,Design,Commerce and Shopping,Mobile"
66949,"Software,Data and Analytics,Artificial Intelligence,Science and Engineering"
45481,"Data and Analytics,Software,Information Technology,Design"
52451,"Financial Services,Biotechnology,Lending and Investments,Science and Engineering"
49884,"Financial Services,Lending and Investments,Science and Engineering,Biotechnology"
53326,"Energy,Sustainability,Natural Resources,Hardware"
68938,"Hardware,Software,Science and Engineering,Information Technology"
25937,"Education,Software,Internet Services,Information Technology"
17980,"Software,Information Technology,Media and Entertainment,Sales and Marketing"
27711,"Mobile,Internet Services,Sales and Marketing,Data and Analytics"
55313,"Data and Analytics,Artificial Intelligence,Software,Science and Engineering"
14312,"Health Care,Sports,Hardware,Consumer Electronics"
56862,"Events,Commerce and Shopping,Media and Entertainment,Internet Services"
34088,"Energy,Sustainability,Data and Analytics,Information Technology"
30926,"Sales and Marketing,Advertising,Media and Entertainment,Video"
1507,"Media and Entertainment,Internet Services,Community and Lifestyle,Financial Services"
74482,"Artificial Intelligence,Data and Analytics,Science and Engineering,Software"
4907,"Messaging and Telecommunications,Internet Services,Mobile,Information Technology"
4631,"Software,Data and Analytics,Information Technology,Science and Engineering"
2037,"Manufacturing,Hardware,Science and Engineering,Consumer Electronics"
60284,"Software,Information Technology,Internet Services,Hardware"
16209,"Media and Entertainment,Content and Publishing,Sales and Marketing,Advertising"
54997,"Software,Internet Services,Information Technology,Messaging and Telecommunications"
19835,"Hardware,Software,Consumer Electronics,Mobile"
14003,"Commerce and Shopping,Transportation,Internet Services,Hardware"
8488,"Privacy and Security,Software,Information Technology,Internet Services"
12230,"Software,Mobile,Media and Entertainment,Apps"
23120,"Software,Information Technology,Mobile,Apps"
3304,"Software,Internet Services,Information Technology,Media and Entertainment"
28532,"Software,Hardware,Mobile,Information Technology"
64773,"Community and Lifestyle,Internet Services,Software,Media and Entertainment"
11347,"Software,Sales and Marketing,Data and Analytics,Advertising"
23932,"Music and Audio,Media and Entertainment,Internet Services,Video"
24586,"Software,Hardware,Information Technology,Data and Analytics"
42694,"Software,Hardware,Manufacturing,Design"
33282,"Mobile,Hardware,Software,Consumer Electronics"
75346,"Data and Analytics,Artificial Intelligence,Software,Science and Engineering"
75005,"Hardware,Science and Engineering,Consumer Electronics,Software"
40491,"Advertising,Sales and Marketing,Media and Entertainment,Video"
76911,"Financial Services,Software,Payments,Commerce and Shopping"
49497,"Health Care,Biotechnology,Science and Engineering,Manufacturing"
40253,"Software,Information Technology,Data and Analytics,Sales and Marketing"
2554,"Software,Data and Analytics,Artificial Intelligence,Science and Engineering"
45010,"Health Care,Software,Information Technology,Internet Services"
3820,"Data and Analytics,Artificial Intelligence,Software,Media and Entertainment"
74628,"Software,Information Technology,Internet Services,Data and Analytics"
41059,"Education,Media and Entertainment,Software,Internet Services"
49206,"Software,Mobile,Information Technology,Apps"
16832,"Media and Entertainment,Data and Analytics,Software,Video"
68120,"Sales and Marketing,Advertising,Internet Services,Commerce and Shopping"
33952,"Media and Entertainment,Content and Publishing,Software,Education"
5410,"Sales and Marketing,Advertising,Data and Analytics,Software"
27513,"Sales and Marketing,Software,Advertising,Information Technology"
15895,"Software,Data and Analytics,Artificial Intelligence,Science and Engineering"
16614,"Software,Information Technology,Hardware,Internet Services"
3477,"Media and Entertainment,Navigation and Mapping,Data and Analytics,Internet Services"
53860,"Software,Mobile,Hardware,Commerce and Shopping"
46871,"Science and Engineering,Software,Hardware,Agriculture and Farming"
41791,"Data and Analytics,Sales and Marketing,Software,Advertising"
27923,"Internet Services,Commerce and Shopping,Professional Services,Software"
76870,"Energy,Hardware,Real Estate,Sustainability"
14586,"Software,Internet Services,Mobile,Messaging and Telecommunications"
17285,"Sales and Marketing,Advertising,Internet Services,Media and Entertainment"
18350,"Software,Data and Analytics,Artificial Intelligence,Science and Engineering"
16541,"Software,Information Technology,Privacy and Security,Hardware"
41195,"Mobile,Software,Commerce and Shopping,Sales and Marketing"
37292,"Software,Gaming,Hardware,Media and Entertainment"
4391,"Health Care,Software,Information Technology,Internet Services"
35513,"Software,Internet Services,Sales and Marketing,Design"
45241,"Sales and Marketing,Advertising,Internet Services,Information Technology"
37129,"Energy,Sustainability,Natural Resources,Hardware"
50862,"Community and Lifestyle,Internet Services,Software,Apps"
36761,"Hardware,Manufacturing,Science and Engineering,Consumer Electronics"
77560,"Clothing and Apparel,Design,Commerce and Shopping,Community and Lifestyle"
52428,"Mobile,Internet Services,Navigation and Mapping,Software"
19629,"Mobile,Software,Internet Services,Apps"
39420,"Media and Entertainment,Music and Audio,Video,Software"
34124,"Media and Entertainment,Design,Clothing and Apparel,Community and Lifestyle"
45890,"Media and Entertainment,Content and Publishing,Software,Commerce and Shopping"
33133,"Energy,Sustainability,Natural Resources,Transportation"
63202,"Sales and Marketing,Internet Services,Design,Advertising"
70845,"Real Estate,Commerce and Shopping,Hardware,Consumer Electronics"
12983,"Sales and Marketing,Software,Data and Analytics,Advertising"
77698,"Sales and Marketing,Advertising,Internet Services,Media and Entertainment"
54619,"Sales and Marketing,Internet Services,Advertising,Commerce and Shopping"
40461,"Food and Beverage,Agriculture and Farming,Health Care,Biotechnology"
35162,"Data and Analytics,Software,Artificial Intelligence,Science and Engineering"
3378,"Media and Entertainment,Music and Audio,Mobile,Internet Services"
55449,"Financial Services,Payments,Software,Mobile"
25469,"Sales and Marketing,Software,Information Technology,Internet Services"
76665,"Software,Hardware,Internet Services,Mobile"
65012,"Sales and Marketing,Media and Entertainment,Advertising,Content and Publishing"
24269,"Media and Entertainment,Community and Lifestyle,Internet Services,Education"
21640,"Financial Services,Software,Payments,Information Technology"
75263,"Food and Beverage,Mobile,Software,Apps"
15446,"Software,Internet Services,Information Technology,Data and Analytics"
16973,"Sports,Health Care,Software,Mobile"
48944,"Media and Entertainment,Events,Sales and Marketing,Software"
9777,"Hardware,Software,Science and Engineering,Consumer Electronics"
65629,"Transportation,Software,Hardware,Information Technology"
60011,"Information Technology,Software,Data and Analytics,Hardware"
29340,"Software,Information Technology,Data and Analytics,Hardware"
51473,"Professional Services,Administrative Services,Software,Information Technology"
24399,"Software,Data and Analytics,Sales and Marketing,Mobile"
57837,"Financial Services,Lending and Investments,Sales and Marketing,Software"
30859,"Software,Information Technology,Professional Services,Financial Services"
63960,"Media and Entertainment,Events,Sports,Software"
63227,"Software,Hardware,Energy,Data and Analytics"
21016,"Energy,Sustainability,Science and Engineering,Software"
25159,"Navigation and Mapping,Data and Analytics,Internet Services,Mobile"
57165,"Software,Mobile,Apps,Platforms"
36398,"Commerce and Shopping,Internet Services,Software,Transportation"
49819,"Media and Entertainment,Education,Video,Music and Audio"
69822,"Education,Sales and Marketing,Software,Internet Services"
26097,"Software,Artificial Intelligence,Data and Analytics,Science and Engineering"
31293,"Messaging and Telecommunications,Internet Services,Information Technology,Software"
70554,"Information Technology,Professional Services,Software,Data and Analytics"
22499,"Software,Mobile,Apps,Platforms"
53611,"Financial Services,Community and Lifestyle,Media and Entertainment,Clothing and Apparel"
62068,"Science and Engineering,Software,Artificial Intelligence,Data and Analytics"
15658,"Software,Commerce and Shopping,Sales and Marketing,Internet Services"
62412,"Travel and Tourism,Media and Entertainment,Internet Services,Software"
21430,"Software,Data and Analytics,Information Technology,Hardware"
5510,"Music and Audio,Media and Entertainment,Mobile,Software"
54177,"Software,Data and Analytics,Artificial Intelligence,Science and Engineering"
59936,"Media and Entertainment,Sales and Marketing,Events,Advertising"
4003,"Hardware,Consumer Electronics,Transportation,Software"
48612,"Commerce and Shopping,Content and Publishing,Media and Entertainment,Internet Services"
11832,"Energy,Sustainability,Manufacturing,Natural Resources"
36136,"Sales and Marketing,Software,Internet Services,Information Technology"
58225,"Financial Services,Commerce and Shopping,Payments,Lending and Investments"
69508,"Data and Analytics,Software,Artificial Intelligence,Financial Services"
67303,"Software,Mobile,Apps,Platforms"
48389,"Media and Entertainment,Hardware,Software,Sports"
2802,"Internet Services,Software,Media and Entertainment,Information Technology"
22684,"Software,Hardware,Information Technology,Data and Analytics"
33677,"Software,Information Technology,Commerce and Shopping,Hardware"
28115,"Software,Mobile,Gaming,Apps"
3824,"Artificial Intelligence,Software,Data and Analytics,Education"
74726,"Software,Mobile,Apps,Internet Services"
76803,"Data and Analytics,Artificial Intelligence,Software,Science and Engineering"
13115,"Biotechnology,Science and Engineering,Health Care,Financial Services"
59002,"Software,Data and Analytics,Science and Engineering,Hardware"
17355,"Clothing and Apparel,Commerce and Shopping,Design,Community and Lifestyle"
36842,"Software,Professional Services,Mobile,Apps"
51630,"Privacy and Security,Information Technology,Software,Internet Services"
90,"Sales and Marketing,Software,Advertising,Data and Analytics"
14626,"Education,Software,Media and Entertainment,Internet Services"
30526,"Sales and Marketing,Advertising,Media and Entertainment,Internet Services"
