documentId,category_groups_list
20105,"Software,Data and Analytics,Science and Engineering,Artificial Intelligence"
41929,"Software,Education,Gaming,Mobile"
21784,"Software,Commerce and Shopping,Internet Services,Financial Services"
25420,"Software,Information Technology,Professional Services,Internet Services"
57622,"Software,Sales and Marketing,Internet Services,Design"
37211,"Software,Information Technology,Data and Analytics,Health Care"
33261,"Software,Information Technology,Financial Services,Internet Services"
50999,"Energy,Hardware,Manufacturing,Sustainability"
5057,"Health Care,Food and Beverage,Sports,Community and Lifestyle"
60734,"Data and Analytics,Software,Sales and Marketing,Information Technology"
29692,"Education,Software,Internet Services,Media and Entertainment"
55855,"Clothing and Apparel,Design,Commerce and Shopping,Community and Lifestyle"
44586,"Real Estate,Hardware,Consumer Electronics,Manufacturing"
29733,"Biotechnology,Science and Engineering,Health Care,Manufacturing"
28380,"Energy,Manufacturing,Sustainability,Hardware"
41132,"Financial Services,Lending and Investments,Science and Engineering,Biotechnology"
57220,"Sales and Marketing,Internet Services,Advertising,Media and Entertainment"
10184,"Hardware,Information Technology,Software,Internet Services"
15410,"Video,Media and Entertainment,Advertising,Sales and Marketing"
11157,"Media and Entertainment,Video,Content and Publishing,Music and Audio"
21225,"Information Technology,Software,Internet Services,Privacy and Security"
67875,"Commerce and Shopping,Community and Lifestyle,Design,Clothing and Apparel"
50994,"Sales and Marketing,Internet Services,Advertising,Media and Entertainment"
53421,"Gaming,Sports,Software,Mobile"
2835,"Data and Analytics,Artificial Intelligence,Software,Science and Engineering"
55620,"Media and Entertainment,Video,Internet Services,Content and Publishing"
54026,"Software,Mobile,Apps,Platforms"
58660,"Software,Information Technology,Hardware,Internet Services"
35590,"Software,Commerce and Shopping,Mobile,Apps"
40986,"Internet Services,Media and Entertainment,Software,Apps"
35284,"Software,Internet Services,Mobile,Information Technology"
75533,"Food and Beverage,Agriculture and Farming,Commerce and Shopping,Community and Lifestyle"
57073,"Internet Services,Hardware,Messaging and Telecommunications,Information Technology"
72990,"Software,Hardware,Information Technology,Internet Services"
24870,"Health Care,Science and Engineering,Biotechnology,Hardware"
49384,"Biotechnology,Science and Engineering,Health Care,Agriculture and Farming"
58184,"Software,Commerce and Shopping,Data and Analytics,Information Technology"
521,"Media and Entertainment,Music and Audio,Video,Sales and Marketing"
9546,"Software,Data and Analytics,Information Technology,Internet Services"
9744,"Transportation,Science and Engineering,Software,Hardware"
55505,"Software,Commerce and Shopping,Internet Services,Sales and Marketing"
60979,"Transportation,Media and Entertainment,Hardware,Energy"
1937,"Artificial Intelligence,Data and Analytics,Software,Science and Engineering"
7721,"Media and Entertainment,Internet Services,Software,Mobile"
10528,"Sports,Travel and Tourism,Internet Services,Media and Entertainment"
38776,"Food and Beverage,Travel and Tourism,Commerce and Shopping,Internet Services"
72260,"Internet Services,Media and Entertainment,Commerce and Shopping,Sales and Marketing"
48764,"Financial Services,Software,Lending and Investments,Payments"
39237,"Media and Entertainment,Internet Services,Video,Software"
32461,"Media and Entertainment,Internet Services,Messaging and Telecommunications,Sales and Marketing"
33909,"Software,Information Technology,Media and Entertainment,Hardware"
17722,"Internet Services,Community and Lifestyle,Apps,Software"
18725,"Software,Information Technology,Internet Services,Data and Analytics"
16226,"Software,Data and Analytics,Sales and Marketing,Mobile"
1509,"Mobile,Internet Services,Media and Entertainment,Navigation and Mapping"
12888,"Education,Software,Media and Entertainment,Content and Publishing"
12647,"Hardware,Science and Engineering,Manufacturing,Consumer Electronics"
73947,"Sports,Media and Entertainment,Internet Services,Community and Lifestyle"
75894,"Software,Financial Services,Information Technology,Data and Analytics"
39833,"Financial Services,Software,Payments,Lending and Investments"
56494,"Biotechnology,Science and Engineering,Health Care,Manufacturing"
12661,"Privacy and Security,Information Technology,Software,Hardware"
9998,"Content and Publishing,Media and Entertainment,Software,Science and Engineering"
26162,"Sales and Marketing,Advertising,Software,Internet Services"
37121,"Software,Mobile,Apps,Platforms"
43466,"Mobile,Sales and Marketing,Software,Advertising"
12960,"Financial Services,Lending and Investments,Internet Services,Media and Entertainment"
46690,"Travel and Tourism,Commerce and Shopping,Internet Services,Transportation"
19906,"Software,Education,Media and Entertainment,Mobile"
53740,"Software,Data and Analytics,Media and Entertainment,Video"
25165,"Software,Media and Entertainment,Internet Services,Mobile"
20913,"Software,Internet Services,Information Technology,Hardware"
49712,"Internet Services,Media and Entertainment,Community and Lifestyle,Commerce and Shopping"
5105,"Design,Clothing and Apparel,Community and Lifestyle,Commerce and Shopping"
75838,"Sales and Marketing,Software,Internet Services,Design"
39394,"Mobile,Software,Apps,Platforms"
57934,"Sales and Marketing,Software,Advertising,Internet Services"
29789,"Software,Mobile,Media and Entertainment,Apps"
69973,"Software,Information Technology,Data and Analytics,Privacy and Security"
33512,"Commerce and Shopping,Food and Beverage,Internet Services,Software"
42847,"Health Care,Sports,Community and Lifestyle,Media and Entertainment"
61884,"Media and Entertainment,Mobile,Events,Software"
33546,"Software,Internet Services,Commerce and Shopping,Sales and Marketing"
46972,"Software,Hardware,Science and Engineering,Manufacturing"
77246,"Hardware,Science and Engineering,Software,Consumer Electronics"
9245,"Mobile,Software,Apps,Media and Entertainment"
35331,"Information Technology,Software,Sales and Marketing,Internet Services"
43878,"Software,Information Technology,Data and Analytics,Internet Services"
1499,"Information Technology,Internet Services,Messaging and Telecommunications,Software"
62247,"Commerce and Shopping,Clothing and Apparel,Design,Community and Lifestyle"
53975,"Media and Entertainment,Sales and Marketing,Internet Services,Software"
68920,"Sales and Marketing,Advertising,Internet Services,Media and Entertainment"
2520,"Commerce and Shopping,Food and Beverage,Community and Lifestyle,Clothing and Apparel"
27415,"Video,Media and Entertainment,Internet Services,Information Technology"
63778,"Financial Services,Lending and Investments,Software,Data and Analytics"
68617,"Sales and Marketing,Advertising,Internet Services,Design"
46064,"Financial Services,Payments,Software,Mobile"
29528,"Design,Media and Entertainment,Content and Publishing,Commerce and Shopping"
24582,"Sales and Marketing,Software,Advertising,Data and Analytics"
61881,"Information Technology,Software,Hardware,Internet Services"
51122,"Software,Mobile,Hardware,Media and Entertainment"
21465,"Data and Analytics,Software,Artificial Intelligence,Information Technology"
50409,"Clothing and Apparel,Design,Commerce and Shopping,Community and Lifestyle"
19278,"Events,Media and Entertainment,Sales and Marketing,Internet Services"
46633,"Financial Services,Lending and Investments,Science and Engineering,Biotechnology"
5264,"Hardware,Manufacturing,Science and Engineering,Consumer Electronics"
1569,"Biotechnology,Science and Engineering,Health Care,Financial Services"
25101,"Software,Mobile,Gaming,Apps"
49842,"Internet Services,Media and Entertainment,Community and Lifestyle,Software"
4967,"Mobile,Software,Apps,Platforms"
47949,"Media and Entertainment,Music and Audio,Software,Internet Services"
77127,"Biotechnology,Science and Engineering,Manufacturing,Energy"
49296,"Mobile,Software,Apps,Financial Services"
16362,"Sales and Marketing,Software,Design,Internet Services"
27303,"Manufacturing,Hardware,Consumer Electronics,Energy"
44011,"Media and Entertainment,Music and Audio,Video,Content and Publishing"
52179,"Software,Information Technology,Internet Services,Hardware"
66196,"Software,Sales and Marketing,Design,Internet Services"
74298,"Hardware,Information Technology,Consumer Electronics,Software"
39825,"Government and Military,Privacy and Security,Consumer Electronics,Hardware"
33341,"Software,Information Technology,Financial Services,Internet Services"
27455,"Mobile,Software,Apps,Platforms"
67610,"Media and Entertainment,Content and Publishing,Internet Services,Software"
20955,"Software,Information Technology,Hardware,Internet Services"
75236,"Software,Financial Services,Data and Analytics,Artificial Intelligence"
54534,"Software,Mobile,Apps,Internet Services"
34920,"Software,Sales and Marketing,Commerce and Shopping,Information Technology"
8650,"Software,Mobile,Platforms,Apps"
53037,"Software,Information Technology,Data and Analytics,Internet Services"
14901,"Software,Information Technology,Hardware,Mobile"
47027,"Commerce and Shopping,Internet Services,Financial Services,Community and Lifestyle"
77228,"Media and Entertainment,Events,Internet Services,Community and Lifestyle"
46676,"Commerce and Shopping,Media and Entertainment,Content and Publishing,Internet Services"
37647,"Software,Information Technology,Professional Services,Hardware"
48715,"Food and Beverage,Software,Mobile,Apps"
49142,"Financial Services,Lending and Investments,Software,Information Technology"
37197,"Software,Health Care,Mobile,Hardware"
45742,"Mobile,Software,Media and Entertainment,Hardware"
61618,"Software,Mobile,Apps,Internet Services"
18435,"Software,Mobile,Apps,Financial Services"
45627,"Data and Analytics,Software,Media and Entertainment,Sales and Marketing"
25738,"Sales and Marketing,Advertising,Internet Services,Software"
76328,"Hardware,Consumer Electronics,Consumer Goods,Manufacturing"
2623,"Energy,Sustainability,Manufacturing,Natural Resources"
12641,"Education,Software,Science and Engineering,Information Technology"
71106,"Internet Services,Information Technology,Sales and Marketing,Software"
72669,"Media and Entertainment,Content and Publishing,Video,Music and Audio"
13005,"Music and Audio,Media and Entertainment,Events,Internet Services"
34391,"Biotechnology,Science and Engineering,Health Care,Manufacturing"
10296,"Information Technology,Internet Services,Software,Messaging and Telecommunications"
34486,"Software,Data and Analytics,Artificial Intelligence,Science and Engineering"
34287,"Science and Engineering,Data and Analytics,Biotechnology,Health Care"
76107,"Software,Internet Services,Messaging and Telecommunications,Education"
74849,"Media and Entertainment,Music and Audio,Video,Internet Services"
22870,"Software,Data and Analytics,Information Technology,Transportation"
19988,"Video,Privacy and Security,Hardware,Information Technology"
7934,"Hardware,Software,Information Technology,Mobile"
994,"Mobile,Media and Entertainment,Software,Apps"
76741,"Data and Analytics,Software,Artificial Intelligence,Science and Engineering"
57397,"Data and Analytics,Artificial Intelligence,Software,Science and Engineering"
32155,"Information Technology,Privacy and Security,Software,Professional Services"
9371,"Financial Services,Software,Payments,Lending and Investments"
53100,"Energy,Sustainability,Manufacturing,Natural Resources"
66624,"Clothing and Apparel,Design,Commerce and Shopping,Community and Lifestyle"
55565,"Biotechnology,Science and Engineering,Health Care,Manufacturing"
53512,"Financial Services,Lending and Investments,Software,Science and Engineering"
70117,"Financial Services,Payments,Software,Mobile"
37767,"Sales and Marketing,Advertising,Internet Services,Software"
56138,"Health Care,Biotechnology,Science and Engineering,Sports"
8750,"Financial Services,Lending and Investments,Software,Information Technology"
7614,"Hardware,Manufacturing,Consumer Electronics,Media and Entertainment"
22806,"Clothing and Apparel,Design,Commerce and Shopping,Community and Lifestyle"
30905,"Mobile,Software,Apps,Media and Entertainment"
64769,"Financial Services,Lending and Investments,Software,Payments"
42308,"Software,Information Technology,Professional Services,Hardware"
73110,"Sales and Marketing,Advertising,Internet Services,Software"
40931,"Software,Hardware,Design,Consumer Electronics"
62026,"Energy,Manufacturing,Hardware,Sustainability"
46821,"Sales and Marketing,Advertising,Internet Services,Software"
18757,"Biotechnology,Science and Engineering,Manufacturing,Energy"
8114,"Internet Services,Travel and Tourism,Media and Entertainment,Financial Services"
38518,"Software,Data and Analytics,Hardware,Information Technology"
3208,"Mobile,Software,Apps,Internet Services"
19315,"Sales and Marketing,Advertising,Software,Commerce and Shopping"
6784,"Mobile,Software,Apps,Internet Services"
63532,"Software,Design,Mobile,Sales and Marketing"
73499,"Internet Services,Information Technology,Software,Sales and Marketing"
56331,"Commerce and Shopping,Design,Media and Entertainment,Clothing and Apparel"
61614,"Sales and Marketing,Advertising,Internet Services,Software"
15772,"Health Care,Science and Engineering,Biotechnology,Software"
21914,"Software,Information Technology,Financial Services,Professional Services"
57565,"Software,Data and Analytics,Science and Engineering,Information Technology"
3549,"Software,Data and Analytics,Artificial Intelligence,Science and Engineering"
18485,"Biotechnology,Science and Engineering,Energy,Manufacturing"
40317,"Data and Analytics,Media and Entertainment,Software,Internet Services"
35562,"Travel and Tourism,Internet Services,Media and Entertainment,Events"
50725,"Data and Analytics,Science and Engineering,Software,Hardware"
58125,"Sports,Media and Entertainment,Content and Publishing,Internet Services"
3051,"Software,Mobile,Platforms,Apps"
55010,"Data and Analytics,Navigation and Mapping,Internet Services,Software"
41182,"Hardware,Energy,Manufacturing,Consumer Electronics"
72159,"Design,Software,Internet Services,Sales and Marketing"
70106,"Media and Entertainment,Internet Services,Content and Publishing,Software"
38515,"Media and Entertainment,Software,Content and Publishing,Internet Services"
21257,"Biotechnology,Science and Engineering,Health Care,Hardware"
11152,"Commerce and Shopping,Software,Transportation,Internet Services"
15489,"Software,Internet Services,Commerce and Shopping,Data and Analytics"
46149,"Financial Services,Software,Information Technology,Lending and Investments"
60874,"Mobile,Software,Navigation and Mapping,Data and Analytics"
17770,"Software,Financial Services,Information Technology,Internet Services"
58264,"Software,Sales and Marketing,Internet Services,Design"
4462,"Biotechnology,Health Care,Science and Engineering,Manufacturing"
66177,"Software,Mobile,Internet Services,Apps"
66646,"Data and Analytics,Artificial Intelligence,Software,Science and Engineering"
4271,"Media and Entertainment,Internet Services,Software,Mobile"
12838,"Advertising,Sales and Marketing,Media and Entertainment,Internet Services"
11835,"Sales and Marketing,Advertising,Media and Entertainment,Internet Services"
59456,"Financial Services,Payments,Software,Lending and Investments"
7746,"Media and Entertainment,Sales and Marketing,Internet Services,Advertising"
50850,"Manufacturing,Design,Real Estate,Hardware"
11894,"Software,Information Technology,Internet Services,Commerce and Shopping"
51188,"Hardware,Manufacturing,Consumer Electronics,Design"
7357,"Software,Mobile,Apps,Information Technology"
54148,"Design,Clothing and Apparel,Community and Lifestyle,Commerce and Shopping"
16847,"Financial Services,Mobile,Payments,Software"
54558,"Biotechnology,Science and Engineering,Health Care,Manufacturing"
31285,"Internet Services,Media and Entertainment,Software,Data and Analytics"
5615,"Mobile,Software,Media and Entertainment,Apps"
57381,"Mobile,Software,Platforms,Apps"
75081,"Media and Entertainment,Internet Services,Education,Community and Lifestyle"
43855,"Health Care,Biotechnology,Science and Engineering,Software"
20512,"Sports,Software,Internet Services,Events"
11104,"Media and Entertainment,Content and Publishing,Video,Software"
42297,"Software,Mobile,Apps,Internet Services"
8901,"Software,Financial Services,Information Technology,Internet Services"
17784,"Hardware,Manufacturing,Science and Engineering,Consumer Electronics"
54984,"Commerce and Shopping,Financial Services,Software,Clothing and Apparel"
74516,"Software,Information Technology,Mobile,Data and Analytics"
30204,"Software,Education,Media and Entertainment,Mobile"
13940,"Design,Commerce and Shopping,Clothing and Apparel,Mobile"
66949,"Software,Artificial Intelligence,Data and Analytics,Science and Engineering"
45481,"Data and Analytics,Software,Information Technology,Sales and Marketing"
52451,"Financial Services,Lending and Investments,Science and Engineering,Biotechnology"
49884,"Financial Services,Lending and Investments,Science and Engineering,Biotechnology"
53326,"Energy,Sustainability,Natural Resources,Hardware"
68938,"Hardware,Software,Science and Engineering,Information Technology"
25937,"Software,Education,Internet Services,Information Technology"
17980,"Software,Information Technology,Hardware,Sales and Marketing"
27711,"Mobile,Software,Internet Services,Sales and Marketing"
55313,"Data and Analytics,Software,Artificial Intelligence,Science and Engineering"
14312,"Health Care,Community and Lifestyle,Software,Hardware"
56862,"Media and Entertainment,Commerce and Shopping,Events,Internet Services"
34088,"Energy,Information Technology,Sustainability,Software"
30926,"Sales and Marketing,Advertising,Media and Entertainment,Internet Services"
1507,"Media and Entertainment,Internet Services,Community and Lifestyle,Health Care"
74482,"Science and Engineering,Data and Analytics,Artificial Intelligence,Software"
4907,"Mobile,Messaging and Telecommunications,Internet Services,Software"
4631,"Software,Data and Analytics,Information Technology,Science and Engineering"
2037,"Manufacturing,Hardware,Science and Engineering,Consumer Electronics"
60284,"Software,Information Technology,Internet Services,Mobile"
16209,"Media and Entertainment,Content and Publishing,Sales and Marketing,Advertising"
54997,"Software,Information Technology,Internet Services,Data and Analytics"
19835,"Software,Mobile,Hardware,Platforms"
14003,"Transportation,Commerce and Shopping,Internet Services,Software"
8488,"Software,Privacy and Security,Information Technology,Internet Services"
12230,"Media and Entertainment,Software,Mobile,Internet Services"
23120,"Software,Information Technology,Mobile,Internet Services"
3304,"Software,Internet Services,Information Technology,Data and Analytics"
28532,"Software,Mobile,Hardware,Data and Analytics"
64773,"Software,Internet Services,Information Technology,Community and Lifestyle"
11347,"Sales and Marketing,Advertising,Software,Internet Services"
23932,"Music and Audio,Media and Entertainment,Video,Content and Publishing"
24586,"Software,Hardware,Information Technology,Data and Analytics"
42694,"Software,Design,Information Technology,Hardware"
33282,"Hardware,Mobile,Software,Consumer Electronics"
75346,"Data and Analytics,Software,Artificial Intelligence,Science and Engineering"
75005,"Science and Engineering,Hardware,Software,Consumer Electronics"
40491,"Advertising,Sales and Marketing,Media and Entertainment,Video"
76911,"Financial Services,Payments,Software,Commerce and Shopping"
49497,"Health Care,Biotechnology,Science and Engineering,Manufacturing"
40253,"Software,Information Technology,Data and Analytics,Internet Services"
2554,"Software,Data and Analytics,Artificial Intelligence,Information Technology"
45010,"Health Care,Software,Information Technology,Science and Engineering"
3820,"Data and Analytics,Software,Artificial Intelligence,Media and Entertainment"
74628,"Software,Information Technology,Internet Services,Data and Analytics"
41059,"Media and Entertainment,Software,Education,Internet Services"
49206,"Software,Mobile,Apps,Information Technology"
16832,"Media and Entertainment,Video,Software,Data and Analytics"
68120,"Sales and Marketing,Commerce and Shopping,Advertising,Internet Services"
33952,"Media and Entertainment,Content and Publishing,Internet Services,Software"
5410,"Sales and Marketing,Advertising,Software,Internet Services"
27513,"Sales and Marketing,Advertising,Software,Information Technology"
15895,"Software,Data and Analytics,Artificial Intelligence,Science and Engineering"
16614,"Software,Information Technology,Hardware,Internet Services"
3477,"Media and Entertainment,Events,Mobile,Internet Services"
53860,"Software,Mobile,Commerce and Shopping,Apps"
46871,"Science and Engineering,Hardware,Software,Data and Analytics"
41791,"Sales and Marketing,Data and Analytics,Software,Advertising"
27923,"Professional Services,Internet Services,Software,Media and Entertainment"
76870,"Energy,Sustainability,Hardware,Software"
14586,"Internet Services,Information Technology,Software,Messaging and Telecommunications"
17285,"Sales and Marketing,Advertising,Internet Services,Media and Entertainment"
18350,"Software,Data and Analytics,Artificial Intelligence,Science and Engineering"
16541,"Software,Information Technology,Hardware,Internet Services"
41195,"Mobile,Software,Commerce and Shopping,Apps"
37292,"Software,Hardware,Gaming,Mobile"
4391,"Health Care,Software,Information Technology,Internet Services"
35513,"Software,Design,Internet Services,Sales and Marketing"
45241,"Sales and Marketing,Advertising,Internet Services,Information Technology"
37129,"Energy,Sustainability,Natural Resources,Hardware"
50862,"Community and Lifestyle,Internet Services,Software,Commerce and Shopping"
36761,"Hardware,Science and Engineering,Manufacturing,Software"
77560,"Clothing and Apparel,Commerce and Shopping,Design,Community and Lifestyle"
52428,"Mobile,Software,Navigation and Mapping,Apps"
19629,"Mobile,Software,Apps,Internet Services"
39420,"Media and Entertainment,Music and Audio,Video,Internet Services"
34124,"Media and Entertainment,Music and Audio,Mobile,Internet Services"
45890,"Software,Media and Entertainment,Sales and Marketing,Content and Publishing"
33133,"Energy,Sustainability,Natural Resources,Manufacturing"
63202,"Sales and Marketing,Internet Services,Advertising,Design"
70845,"Real Estate,Hardware,Commerce and Shopping,Design"
12983,"Sales and Marketing,Software,Advertising,Information Technology"
77698,"Sales and Marketing,Advertising,Internet Services,Design"
54619,"Sales and Marketing,Advertising,Internet Services,Commerce and Shopping"
40461,"Agriculture and Farming,Food and Beverage,Sustainability,Biotechnology"
35162,"Software,Data and Analytics,Artificial Intelligence,Science and Engineering"
3378,"Media and Entertainment,Mobile,Music and Audio,Internet Services"
55449,"Financial Services,Payments,Software,Mobile"
25469,"Software,Information Technology,Sales and Marketing,Data and Analytics"
76665,"Software,Hardware,Mobile,Data and Analytics"
65012,"Media and Entertainment,Sales and Marketing,Advertising,Content and Publishing"
24269,"Community and Lifestyle,Media and Entertainment,Internet Services,Software"
21640,"Software,Financial Services,Payments,Information Technology"
75263,"Mobile,Software,Apps,Food and Beverage"
15446,"Software,Data and Analytics,Internet Services,Information Technology"
16973,"Sports,Health Care,Software,Mobile"
48944,"Media and Entertainment,Sales and Marketing,Software,Internet Services"
9777,"Hardware,Software,Science and Engineering,Consumer Electronics"
65629,"Transportation,Software,Information Technology,Hardware"
60011,"Software,Information Technology,Data and Analytics,Hardware"
29340,"Software,Information Technology,Data and Analytics,Internet Services"
51473,"Professional Services,Software,Information Technology,Internet Services"
24399,"Software,Sales and Marketing,Mobile,Data and Analytics"
57837,"Financial Services,Lending and Investments,Software,Internet Services"
30859,"Software,Information Technology,Professional Services,Financial Services"
63960,"Media and Entertainment,Sports,Events,Software"
63227,"Software,Data and Analytics,Information Technology,Hardware"
21016,"Science and Engineering,Software,Energy,Information Technology"
25159,"Navigation and Mapping,Data and Analytics,Internet Services,Software"
57165,"Software,Mobile,Apps,Platforms"
36398,"Commerce and Shopping,Internet Services,Software,Sales and Marketing"
49819,"Media and Entertainment,Video,Education,Music and Audio"
69822,"Education,Sales and Marketing,Software,Internet Services"
26097,"Software,Data and Analytics,Artificial Intelligence,Science and Engineering"
31293,"Messaging and Telecommunications,Internet Services,Information Technology,Software"
70554,"Software,Information Technology,Data and Analytics,Professional Services"
22499,"Software,Mobile,Apps,Gaming"
53611,"Media and Entertainment,Financial Services,Community and Lifestyle,Internet Services"
62068,"Artificial Intelligence,Data and Analytics,Science and Engineering,Software"
15658,"Software,Internet Services,Sales and Marketing,Mobile"
62412,"Media and Entertainment,Travel and Tourism,Internet Services,Navigation and Mapping"
21430,"Software,Data and Analytics,Information Technology,Hardware"
5510,"Music and Audio,Media and Entertainment,Mobile,Software"
54177,"Software,Data and Analytics,Mobile,Science and Engineering"
59936,"Media and Entertainment,Sales and Marketing,Advertising,Events"
4003,"Transportation,Mobile,Hardware,Software"
48612,"Commerce and Shopping,Sales and Marketing,Media and Entertainment,Advertising"
11832,"Energy,Manufacturing,Sustainability,Hardware"
36136,"Sales and Marketing,Advertising,Software,Data and Analytics"
58225,"Financial Services,Commerce and Shopping,Lending and Investments,Payments"
69508,"Software,Data and Analytics,Financial Services,Artificial Intelligence"
67303,"Software,Mobile,Apps,Platforms"
48389,"Software,Media and Entertainment,Hardware,Data and Analytics"
2802,"Media and Entertainment,Internet Services,Software,Information Technology"
22684,"Software,Hardware,Data and Analytics,Information Technology"
33677,"Software,Hardware,Information Technology,Commerce and Shopping"
28115,"Mobile,Software,Gaming,Media and Entertainment"
3824,"Software,Artificial Intelligence,Data and Analytics,Science and Engineering"
74726,"Software,Mobile,Apps,Commerce and Shopping"
76803,"Artificial Intelligence,Data and Analytics,Software,Science and Engineering"
13115,"Biotechnology,Science and Engineering,Health Care,Financial Services"
59002,"Software,Data and Analytics,Science and Engineering,Information Technology"
17355,"Clothing and Apparel,Commerce and Shopping,Design,Community and Lifestyle"
36842,"Software,Professional Services,Mobile,Apps"
51630,"Privacy and Security,Information Technology,Software,Internet Services"
90,"Sales and Marketing,Advertising,Software,Internet Services"
14626,"Education,Media and Entertainment,Internet Services,Software"
30526,"Advertising,Sales and Marketing,Media and Entertainment,Internet Services"
10971,"Education,Internet Services,Media and Entertainment,Community and Lifestyle"
